Unnamed: 0,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
308,CAS_7723-14-0,2009,2009-01--2009-12,FRB1R541,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
318,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0004B,1,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
325,CAS_7723-14-0,2009,2009-01--2009-12,FRDR173B,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
335,CAS_14265-44-2,2009,2009-01--2009-12,FRHR313,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
337,CAS_7723-14-0,2009,2009-01--2009-12,FRHR315,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
342,CAS_7723-14-0,2009,2009-01--2009-12,FRHR317-I4310600,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
345,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0002,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
346,CAS_14265-44-2,2009,2009-01--2009-12,FRHR326,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
351,CAS_14265-44-2,2009,2009-01--2009-12,FRHR314,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
354,CAS_14265-44-2,2009,2009-01--2009-12,FRHR317-I4310600,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
366,CAS_14265-44-2,2009,2009-01--2009-12,FRHR327,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
404,CAS_7723-14-0,2009,2009-01--2009-12,FRHR329,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
412,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1000460,2,50941692.0,1.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
414,CAS_14265-44-2,2009,2009-01--2009-12,FRFRR330B_4,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
420,CAS_7723-14-0,2009,2009-01--2009-12,FRFR252B,1,71176346.0,6.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
422,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR174_5,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
430,CAS_7723-14-0,2016,2015-10-01--2016-09-30,ES010MSBT011-002,2,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
442,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0402010,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
485,CAS_14265-44-2,2008,2008-01--2008-12,FRDR1414,1,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
488,CAS_14265-44-2,2008,2008-01--2008-12,FRDR490,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
535,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0361,1,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
543,CAS_14265-44-2,2008,2008-01--2008-12,FRDR593C,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
555,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0433,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
579,CAS_14265-44-2,2008,2008-01--2008-12,FRDR581,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
582,CAS_7723-14-0,2008,2008-01--2008-12,FRDR581,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
585,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0214,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
590,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0004A,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
596,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0004A,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
604,CAS_14265-44-2,2009,2009-01--2009-12,FRCR19,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
611,CAS_14265-44-2,2009,2009-01--2009-12,FRCR69,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
614,CAS_7723-14-0,2009,2009-01--2009-12,FRCR79,1,71176346.0,6.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
624,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1496,1,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
639,CAS_14265-44-2,2009,2009-01--2009-12,FRCR95,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
642,CAS_14265-44-2,2009,2009-01--2009-12,FRDR184,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
644,CAS_7723-14-0,2009,2009-01--2009-12,FRDR179,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
672,CAS_14265-44-2,2008,2008-01--2008-12,FRGR1026,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
678,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0516,1,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
679,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0460C,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
715,CAS_7723-14-0,2008,2008-01--2008-12,FRDR182,1,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
716,CAS_14265-44-2,2008,2008-01--2008-12,FRDR11359,1,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
737,CAS_7723-14-0,2008,2008-01--2008-12,FRHR156A,1,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
738,CAS_7723-14-0,2008,2008-01--2008-12,FRHR213,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
740,CAS_7723-14-0,2008,2008-01--2008-12,FRDR162,1,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
749,CAS_7723-14-0,2008,2008-01--2008-12,FRHR84,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
754,CAS_14265-44-2,2008,2008-01--2008-12,FRHR87,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
765,CAS_7723-14-0,2008,2008-01--2008-12,FRHR87,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
766,CAS_14265-44-2,2008,2008-01--2008-12,FRHR89,1,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
776,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005954,3,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
787,CAS_14265-44-2,2009,2009-01--2009-12,FRB1R550,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
813,CAS_7723-14-0,2009,2009-01--2009-12,FRB1R569,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
819,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0404021,2,50941692.0,5.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
836,CAS_14265-44-2,2009,2009-01--2009-12,ES12120,2,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
852,CAS_7723-14-0,2009,2009-01--2009-12,ES12120,2,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
873,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0329010,2,50941692.0,3.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
885,CAS_14265-44-2,2009,2009-01--2009-12,FRCR176,1,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
906,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010562,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
919,CAS_7723-14-0,2007,2007-01--2007-12,UKGB104028047370,3,25867961.0,2.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
955,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010520,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
956,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010669,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
963,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2034B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
977,CAS_7723-14-0,2008,2008-01--2008-12,FRDR2031,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
980,CAS_7723-14-0,2008,2008-01--2008-12,FRDR1060,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1017,CAS_7723-14-0,2008,2008-01--2008-12,FRFR158,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1034,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0112,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1061,CAS_7723-14-0,2009,2009-01--2009-12,FRHR21,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1071,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0104,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1082,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0112,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1085,CAS_14265-44-2,2009,2009-01--2009-12,FRFR477A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1093,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0094,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1095,CAS_14265-44-2,2009,2009-01--2009-12,FRGR1626,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1099,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0111,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1104,CAS_7723-14-0,2009,2009-01--2009-12,FRFR925,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1105,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0126A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1110,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0131,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1119,CAS_14265-44-2,2009,2009-01--2009-12,FRER10807,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1192,CAS_14265-44-2,2008,2008-01--2008-12,UKSC003100,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1256,CAS_14265-44-2,2006,2006-01--2006-12,UKGB102075073400,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1260,CAS_14265-44-2,2008,2008-01--2008-12,FRDR506B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1273,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0476,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1294,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0462A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1300,CAS_14265-44-2,2008,2008-01--2008-12,FRGR1337,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1316,CAS_7723-14-0,2007,2007-01--2007-12,UKGB102075073400,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1359,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010546,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1360,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010521,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1366,CAS_14265-44-2,2008,2008-01--2008-12,UKSC005950,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1367,CAS_14265-44-2,2008,2008-01--2008-12,UKSC005952,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1386,CAS_14265-44-2,2008,2008-01--2008-12,UKSC005954,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1387,CAS_14265-44-2,2008,2008-01--2008-12,UKSC006000,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1388,CAS_14265-44-2,2008,2008-01--2008-12,UKSC006501,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1389,CAS_14265-44-2,2008,2008-01--2008-12,UKSC006806,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1390,CAS_14265-44-2,2008,2008-01--2008-12,UKSC010084,3,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
1396,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0462A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1403,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0462B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1405,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0458,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1406,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0459,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1411,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0462A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1430,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0462A,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1432,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0476,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1434,CAS_7723-14-0,2008,2008-01--2008-12,FRGR1337,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1440,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0462B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1444,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0456,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1448,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0459,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1454,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0458,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1459,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0538,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1470,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0534,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1545,CAS_14265-44-2,2008,2008-01--2008-12,FRCR333,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1553,CAS_7723-14-0,2008,2008-01--2008-12,FRCR380,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1580,CAS_14265-44-2,2008,2008-01--2008-12,FRCR335,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1581,CAS_14265-44-2,2008,2008-01--2008-12,FRCR380,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1586,CAS_14265-44-2,2008,2008-01--2008-12,ES12134,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1587,CAS_7723-14-0,2008,2008-01--2008-12,ES12134,2,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
1597,CAS_14265-44-2,2009,2009-01--2009-12,FRDR619,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1603,CAS_14265-44-2,2009,2009-01--2009-12,FRDR598,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1622,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1197,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1648,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0057,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1668,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0067,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1678,CAS_14265-44-2,2009,2009-01--2009-12,FRDR638,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1685,CAS_7723-14-0,2009,2009-01--2009-12,FRDR619,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1689,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0048,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1691,CAS_14265-44-2,2009,2009-01--2009-12,FRGR1488,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1693,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0050,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1695,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0052,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1715,CAS_7723-14-0,2009,2009-01--2009-12,FRDR114B,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1721,CAS_7723-14-0,2009,2009-01--2009-12,FRDR12004,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1734,CAS_14265-44-2,2009,2009-01--2009-12,FRER70,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1736,CAS_14265-44-2,2009,2009-01--2009-12,FRDR110,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1755,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0058,1,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
